-3.400345380376776916e-01,-2.316179770881454658e-02,-2.062525178137852855e-01
-3.259145419893680895e-01,-1.073507735516763262e-01,-2.245249372821187528e-01
-3.192136532922322800e-01,-1.786505198268599770e-01,-2.095760026434314582e-01
-2.925771424942773535e-01,-2.065411136597496977e-01,-2.007914332929734424e-01
-2.266405983218646725e-01,-1.730977982393060444e-01,-1.437896481423197592e-01
-2.027678347657140279e-01,-9.606389893512101708e-02,-1.138437461997761080e-01
-1.542992092123895986e-01,-2.797790833459501414e-02,-4.558500823498734533e-02
-9.580048699802468093e-02,1.061872147634854713e-01,-6.485781593710493453e-03
-5.292439002380966429e-02,2.167679187473243729e-01,7.340998887111682691e-02
8.875854330595345232e-03,3.210581545766189038e-01,1.545183838782877572e-01
9.225693475346297134e-02,3.524798270902849140e-01,2.398122610783806063e-01
1.635893367415235389e-01,3.850151783170723263e-01,3.208331312805965396e-01
1.952896739903735579e-01,4.098193487718848615e-01,4.598314635246423254e-01
2.482815924593531065e-01,4.439172649578804197e-01,5.430701968190074780e-01
2.804552901520480646e-01,4.235621279619650181e-01,6.365661287935229229e-01
2.937161547165185738e-01,3.939706105654234847e-01,6.816398585455014647e-01
3.157363482088832995e-01,4.122107975405295832e-01,7.172896894210680774e-01
3.034901177651896376e-01,4.524338270915606586e-01,7.256962504560156013e-01
3.129741851843093059e-01,4.883418244035393485e-01,7.165354340238689890e-01
2.941574735154670606e-01,5.526742931546397841e-01,6.959450311168138281e-01
2.693604647082459280e-01,6.352348506206784151e-01,6.298777715516432618e-01
2.284725549450730142e-01,7.626312790250473483e-01,5.182744538231724984e-01
1.720337824980244790e-01,8.759600948152268529e-01,4.097229736282923529e-01
1.240672319126421286e-01,9.547420979513425721e-01,2.779897569977038962e-01
6.836810734184517457e-02,9.961450586105886629e-01,1.741755468419190489e-01
3.469084225216434447e-02,9.329605133915261916e-01,9.919283359449759807e-02
-1.526126243820868922e-03,7.220486159720458375e-01,6.370907505843170782e-02
5.199636595472512113e-03,3.926204578297713965e-01,8.228585222638340468e-02
3.921854100687127698e-02,9.355593902652792337e-02,1.601545118331459960e-01
8.796321514879679171e-02,-2.273959466563617582e-01,2.314397651874358086e-01
1.306524018917709640e-01,-4.276094252271303020e-01,3.298819280564200263e-01
1.666633370794432523e-01,-5.599760313377029064e-01,4.106922605251381864e-01
2.113881826995545055e-01,-6.074805480079810138e-01,4.731517818447170676e-01
2.253590210448805919e-01,-4.936085213309553410e-01,4.767678528006396022e-01
2.641026308291927194e-01,-3.701406735105692292e-01,4.242152486301162817e-01
2.278822304654859465e-01,-2.576608218978879705e-01,3.241853804959342611e-01
2.047208093634846904e-01,-1.533455499316875859e-01,1.808612958780031477e-01
2.086999616337070762e-01,-5.167695201551403272e-02,3.569312996623930090e-02
1.745150848979992730e-01,7.428925914965134325e-03,-9.622215387371402251e-02
1.514906348732747432e-01,-8.158259968460868095e-03,-2.098867330698945821e-01
8.654264962673074990e-02,-3.319673074096129994e-02,-3.340252523203162127e-01
1.027910861211562832e-01,-6.473658373219315365e-02,-3.604461195163517484e-01
8.022907092690800823e-02,-1.017341093148971254e-01,-3.637852860431243229e-01
4.358330953376388095e-02,-8.083548247887506477e-02,-4.219001308577088327e-01
4.060919146371233523e-02,-1.209597101515509365e-01,-3.742635331694450507e-01
2.845742446036858553e-02,-2.705621574397252260e-01,-3.225617787905623590e-01
-6.797926084498584487e-04,-3.941265131061513216e-01,-2.628963747043902011e-01
-3.449243582193339819e-02,-4.589937211447026044e-01,-1.935972403560604072e-01
-5.360688453547624022e-02,-4.726080629402567013e-01,-1.386019273979099964e-01
-8.240643807530645404e-02,-4.702829069466876177e-01,-1.393461880034010392e-01
-1.345154926619844815e-01,-5.252353540754306493e-01,-1.514212751199617291e-01
-1.813479524163419399e-01,-5.682811422716724792e-01,-1.302340621686199906e-01
-2.135921341707245347e-01,-6.876329449713889375e-01,-9.044834324950001836e-02
-2.108469857350474541e-01,-8.498138883664605459e-01,-4.080936242601951314e-02
-2.235306004350352538e-01,-1.019774892645379794e+00,6.273458074498772241e-02
-1.994940599414540827e-01,-1.086419504110708090e+00,9.232947300088190090e-02
-1.947505364916075621e-01,-1.018470390600581865e+00,1.309974867540404375e-01
-1.955719847489216789e-01,-8.136981668074705354e-01,1.945561692579453883e-01
-1.785338082682468297e-01,-4.795412891396377830e-01,1.871053752121043523e-01
-1.795716864905756438e-01,-1.917871060713078890e-01,1.124506374004639042e-01
-1.448733104616621858e-01,2.268828463974958964e-02,4.626500438962422024e-02
-1.407529680431274244e-01,1.575015983727219293e-01,-1.934189966383836889e-02
-1.438068789697357630e-01,1.801684292274332577e-01,-1.145271065476967109e-01
-1.539985662464466998e-01,1.874753827931687766e-01,-2.307588982346415740e-01
-1.412951907016886111e-01,1.339134205563592417e-01,-2.696229954767659365e-01
-1.096674380917956881e-01,1.113329152447057879e-01,-3.356215778261986138e-01
-6.316953370017763802e-02,1.384794842405163706e-01,-3.777391330145896120e-01
-1.823779505235911813e-02,1.200451978242771389e-01,-3.859326107850993282e-01
6.264627951956569518e-02,1.087893004629867377e-01,-3.483792466166351076e-01
1.322993310153233182e-01,1.543614125102488188e-01,-2.599208612152015263e-01
2.272398283715428846e-01,1.653965047477718997e-01,-1.579185103467652951e-01
3.413262254148641262e-01,1.821800375361126711e-01,7.649963260822900679e-04
4.809401591652218144e-01,1.809829966208287289e-01,1.891595439847155724e-01
5.986598842157047073e-01,1.645043504245666810e-01,3.998721636983648686e-01
7.245037783769774364e-01,1.160667446033469830e-01,5.952945699109180033e-01
7.731816622591072274e-01,1.765779328135144155e-01,6.835051135458649618e-01
8.052289787467685755e-01,2.851990043991614598e-01,7.437752398762009776e-01
8.189407408784354914e-01,3.771006403783490057e-01,7.940909975143162214e-01
8.163583514344878722e-01,4.553456996553526537e-01,8.180024472055875684e-01
7.293878260687645110e-01,3.994617085125664602e-01,7.300951379337377034e-01
6.208083339315013660e-01,3.268105624895767392e-01,6.498333737465751270e-01
4.934045197616185874e-01,2.293176267600607332e-01,4.915198608210933351e-01
3.408003325602599887e-01,2.157624697570144079e-01,3.194280993921587708e-01
1.583150478751722545e-01,2.229492833860762246e-01,1.864594116401345758e-01
-1.720132874227786601e-03,2.474647252874060399e-01,7.876054387936815004e-03
-1.163034713311681401e-01,2.764059591995282616e-01,-8.950788491207850583e-02
-2.238982429698168630e-01,1.882789397947828292e-01,-9.752187293706793270e-02
-2.805617056033931078e-01,5.639294731034905084e-02,-1.408266492660610325e-01
-3.205581946089264278e-01,-2.199778010210895474e-02,-1.007914439496748749e-01
-3.320013527190255331e-01,-4.688473937018144966e-02,-7.714175714348492363e-02
-3.681963906353562521e-01,-4.487782763638126227e-02,-9.908146995706701432e-02
-3.855696451480952192e-01,-1.564080278949742109e-02,-6.361119417858063230e-02
-3.506934569504629451e-01,5.230639081358656739e-02,-8.697303360901642577e-02
-3.230264873108019685e-01,2.954324600054913930e-02,-6.956834741019157775e-03
-2.181272565145242481e-01,-9.795712580952020687e-03,5.409310566992653335e-02
-1.331716899088242201e-01,-7.347080579664133637e-02,1.469362310330328825e-01
-4.544649768940800527e-02,-1.337222199390879496e-01,1.891925280728172787e-01
-6.251162382220343261e-05,-1.591117623385009949e-01,2.045285215041983129e-01
6.300993194878934389e-02,-3.927346586085711522e-02,1.860467732365274074e-01
8.174818182160414892e-02,-2.418969119365854681e-02,1.003735884656937749e-01
4.745847616134923896e-02,-7.861492341833198338e-03,-6.254868034635974183e-02
1.082916300074465710e-02,4.731575981795632657e-02,-2.102549122520640523e-01
2.729115737529319574e-02,1.342957211616218061e-01,-3.017228449216116104e-01
1.948972856128783349e-02,1.757682854630679969e-01,-4.112038197631893155e-01
1.715343104945787900e-02,1.763076824758691430e-01,-4.619832482249570660e-01
7.020870670033474426e-02,1.739479605395253259e-01,-5.008335781634745132e-01
5.547822481209330192e-02,1.996247183918162804e-01,-4.642848699344241936e-01
7.906460815908644690e-02,1.939207159379181533e-01,-4.649926500259429218e-01
8.203657333791092299e-02,1.704369572602297822e-01,-4.837696135469133907e-01
8.898230742912893731e-02,5.158485885458574671e-02,-4.455451398387904050e-01
8.910269837136475246e-02,-7.517172089923906952e-02,-3.913044775697622768e-01
9.912897328407055397e-02,-1.544655063306095144e-01,-3.228914284732740114e-01
8.844038760295624968e-02,-2.333013005397752693e-01,-2.731488915603828005e-01
9.051575821013102541e-02,-2.480479553623089473e-01,-1.975796061592518527e-01
6.623596460922342999e-02,-2.149400440660391709e-01,-1.206540933468209786e-01
4.268684304770609117e-02,-1.924537474511405222e-01,-1.178015272789103562e-01
4.670117039255572422e-03,-1.428846170488435874e-01,-1.310012944327354489e-01
-7.550499009557576358e-02,-1.672216403559723119e-02,-1.870381496450139736e-01
-1.681999059558894061e-01,7.868797462098608975e-02,-2.922825996796145631e-01
-2.678437009283385350e-01,2.076833058464595538e-01,-3.407964069221947057e-01
-3.151801268333631612e-01,2.638275459527674727e-01,-3.766353302634959377e-01
-3.586446688832420904e-01,3.340988918788490025e-01,-4.019934434075986829e-01
-3.305498170188005957e-01,3.291709122625894324e-01,-3.712069784070397560e-01
-3.280136913873015203e-01,3.026188840696564242e-01,-3.313020734360803132e-01
-3.142073246090149041e-01,2.285552071745806657e-01,-2.989097166111012172e-01
-3.334789814034575528e-01,1.751124211823817944e-01,-3.061557271784609568e-01
-3.243207394606244520e-01,1.628819185701368966e-01,-2.912080338005287317e-01
-3.276302178095047424e-01,1.515866208953671190e-01,-3.061451507205381617e-01
-2.920298267260772462e-01,9.686492652457801000e-02,-3.248581507004937308e-01
-2.705349386023936376e-01,1.237007102021641103e-01,-3.242033696667334652e-01
-1.887429221594452144e-01,1.150838179402997596e-01,-2.788497259349247415e-01
-1.453984920553903493e-01,1.167558033857520883e-01,-2.026568345118606729e-01
-6.377673073590450770e-02,9.147691628569809552e-02,-1.205307277648897113e-01
2.564644201375188004e-02,1.011196913724567992e-01,-1.782166765636539196e-02
7.465815110839457702e-02,7.868965696042096170e-02,3.489188156527234241e-02
9.580725370524589835e-02,5.049391201957043052e-02,2.137838690244642237e-02
1.010709860728979947e-01,4.772858067748320110e-02,3.314758839830389547e-02
1.126862026862642807e-01,5.146456173585001181e-03,-4.943593299682191855e-04
1.150945103980145490e-01,-2.214814283513000248e-03,-3.221516346384234453e-02
9.926629068025860647e-02,-1.850325954918208282e-02,-2.556585506195752089e-03
